1.50293,0.557439,0.0177879,-0.0251698
0.925652,0.499867,-0.0140698,0.0350658
2.14595,0.623672,-0.047049,0.00336712
2.58026,-0.790061,-0.241719,-0.0457996
2.88548,-0.78508,-0.349815,-0.113623
5.11684,-0.774498,-1.07899,-0.00499933
6.87032,-0.034748,-1.40443,-0.0466695
6.57707,0.814051,-1.34358,0.105073
5.85729,-0.674258,-0.914924,0.0225681
3.89424,0.813991,-0.219981,0.0596461
3.81761,0.702996,0.267675,0.0596461
6.69531,1.13239,-0.729562,-0.0040877
3.35602,-0.632044,0.215711,-0.0204005
3.79056,-0.647733,0.238233,-0.0833322
4.70641,-0.572971,0.258573,-0.0674916
6.53677,-0.40837,0.449079,0.0288821
6.64338,-0.477204,0.51094,0.0100716
6.16027,-0.435394,0.450497,0.0296073
5.76532,-0.489361,0.346721,0.0283306
5.35293,0.792665,-0.0716068,0.01201
5.73485,0.830742,0.00555356,-0.0242443
6.14347,0.903161,-0.0214119,-0.0547782
7.65124,0.819616,-0.0740134,-0.0282157
7.98056,0.908279,-0.10674,0.0253526
8.21837,0.785015,0.0755246,0.0596165
8.43713,0.830096,0.112277,0.0596165
9.20504,0.95599,0.123108,0.0328553
10.0658,1.13858,0.190884,-0.00399474
9.57465,0.944068,0.194285,-0.00399474
10.4881,1.02455,0.111921,-0.0752352
9.33275,0.749391,0.0935725,-0.0752352
9.33275,0.749391,0.0935725,-0.128289
9.41283,0.995599,0.0554328,0.1009
10.0973,0.845942,0.0526255,-0.0221172
10.7929,0.894712,0.104479,-0.124816
8.79058,0.739337,0.00451296,-0.124816
10.5866,1.07368,-0.057771,-0.00482657
10.6609,0.959645,-0.0206071,-0.00482657
10.6214,0.745904,0.157446,-0.0294124
10.562,0.725055,0.138813,-0.0225331
9.70519,6.39326,0.583313,-0.0225331
9.65998,4.80267,0.336179,-0.0953668
9.70519,6.39326,0.583313,-0.0953668
8.23825,2.63612,0.466681,-0.0316557
8.97694,2.69501,0.453102,-0.0821383
8.01088,2.62439,0.463789,0.0543296
6.81845,2.54951,0.281004,0.0360304
7.41286,2.64595,0.35591,-0.065206
6.1517,2.6167,0.389691,-0.0379028
0.623806,2.20756,0.00761894,-0.0336509
3.50487,1.13787,0.091931,0.0223011
5.17288,1.2605,0.52599,0.0107454
5.42536,1.24622,0.348991,0.0107454
