0.701865,2.41126,0.273862,-0.000279558
0.702131,2.39198,0.272804,-0.000396324
0.700544,2.39701,0.274247,-0.000472652
0.701893,2.38695,0.277354,-0.000472584
0.706756,1.77789,0.287694,-0.000472623
0.706756,1.77789,0.287694,-0.000486445
0.697578,1.84315,0.287564,-0.000467735
-1.18041,0.00333811,0.278241,0.000709856
-1.17763,0.0070296,0.281108,0.000709812
-1.17463,0.0521951,0.28421,0.000766575
-1.17425,0.0350958,0.28293,-0.000203861
0.205161,1.90511,0.278415,2.59487e-06
0.205226,1.88786,0.277506,1.58011e-06
0.205269,1.89413,0.276511,0.000230968
0.205288,1.93389,0.269565,0.000232434
0.196846,1.93916,0.26082,0.000205041
0.208926,1.96586,0.258161,5.65509e-05
0.20534,1.99267,0.252701,-4.98538e-07
0.20534,1.99267,0.252701,-3.33594e-05
0.203319,2.00671,0.250623,-0.000191606
0.20537,2.04192,0.249381,-0.000235637
0.205183,2.37615,0.281415,-0.000235542
0.206725,2.41199,0.279195,-0.000237712
0.206725,2.41199,0.279195,-0.000237712
-1.66972,-0.158505,0.283887,0.000252437
-1.67312,-0.186394,0.275177,0.000259801
-1.67455,-0.183027,0.269393,0.000259801
-1.67455,-0.183027,0.269393,0.000338707
